"type","tag","title","author","year","volume","number","journal","pages","editor","booktitle","publisher","address","doi","misc","report","keywords","url","Link","keyword1","keyword2","keyword3","keyword4","keyword5","...25"
"techreport","tbep0695","Science Advisory Group Workshop on Sediment Assessment in Tampa Bay","D.D. MacDonald","1995","NA","#06-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-95","benthos, assessment, contaminants","https://drive.google.com/file/d/1Ut6qfSIE3VzQFMQ3GGTdrVUIQiGa-exu/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Ut6qfSIE3VzQFMQ3GGTdrVUIQiGa-exu/view?usp=drivesdk"">View Document</a>","benthos","assessment","contaminants",NA,NA,NA
"techreport","tbep0595","Exotic/Invasive Species Control Manual for Mangrove Forest Areas","R.R. Lewis III","1995","NA","#05-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-95","bay habitats, invasive species","https://drive.google.com/file/d/1C2_wLWGbAMxQSU_OzpAEpiQSfrVXEi2R/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1C2_wLWGbAMxQSU_OzpAEpiQSfrVXEi2R/view?usp=drivesdk"">View Document</a>","bay habitats","invasive species",NA,NA,NA,NA
"techreport","tbep0495","Application of a Three-Dimensional Circulation Model to Tampa Bay to Support Water Quality Modeling","Y.D. Sheng, E.A. Yassuda","1995","NA","#04-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-95","water quality, modelling","https://drive.google.com/file/d/119A83JRLq7mugxiirIM8rVDufRI0o67L/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/119A83JRLq7mugxiirIM8rVDufRI0o67L/view?usp=drivesdk"">View Document</a>","water quality","modelling",NA,NA,NA,NA
"techreport","tbep0295","Benthic Infauna of Tampa Bay","J.K Culter","1995","NA","#02-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-95","benthos, fish and wildlife, shellfish","https://drive.google.com/file/d/1Dy-BMZonJzqa7BkDaOAH41YE2sjvUqVz/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Dy-BMZonJzqa7BkDaOAH41YE2sjvUqVz/view?usp=drivesdk"">View Document</a>","benthos","fish and wildlife","shellfish",NA,NA,NA
"techreport","tbep0195","Chemical Contaminants in the Tampa Bay Estuary: A Summary of Distributions and Inputs","J.B. Frithsen, S.P. Schreiner, D.E. Strebel, R.M. Laljani, D.T. Logan, H.W. Zarbock","1993","NA","#01-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-95","contaminants, water quality, spatial analysis","https://drive.google.com/file/d/1zjWUEtrHGjnH6OJKuHnhelexraS9kicz/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1zjWUEtrHGjnH6OJKuHnhelexraS9kicz/view?usp=drivesdk"">View Document</a>","contaminants","water quality","spatial analysis",NA,NA,NA
"techreport","tbep0994","Impact of Freshwater Flow Variations in the Manatee River","M.O. Walters, M.N. Ritter, R.K. Karkowski, E. Estevez, M. Marshall","1993","NA","#09-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#09-94","modelling, pollutant loading, water quality, bay habitats","https://drive.google.com/file/d/1BZePkEpJDWqStbBTg-icq_rQ69pnyFlM/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1BZePkEpJDWqStbBTg-icq_rQ69pnyFlM/view?usp=drivesdk"">View Document</a>","modelling","pollutant loading","water quality","bay habitats",NA,NA
"techreport","tbep0894","Submerged Aquatic Vegetation Distribution in Tributaries of Tampa Bay","King Engineering Associates, Inc.","1994","NA","#08-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-94","bay habitats, seagrass, spatial analysis, tributary","https://drive.google.com/file/d/1m0J1WScFfBKsTyFAtbr6w5EwOKXnRAws/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1m0J1WScFfBKsTyFAtbr6w5EwOKXnRAws/view?usp=drivesdk"">View Document</a>","bay habitats","seagrass","spatial analysis","tributary",NA,NA
"techreport","tbep0794","Hard Bottom Mapping of Tampa Bay","D.M. Savercool, R.R. Lewis III","1995","NA","#07-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07-94","bay habitats, spatial analysis, fish and wildlife, shellfish","https://drive.google.com/file/d/1Z3piIpLGZgQqSbm3oR2yeNP7MCdpj-TJ/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Z3piIpLGZgQqSbm3oR2yeNP7MCdpj-TJ/view?usp=drivesdk"">View Document</a>","bay habitats","spatial analysis","fish and wildlife","shellfish",NA,NA
"techreport","tbep0694","The Relation of Discharge and Water Quality Characteristics of McKay Bay, Delaney Creek, and East Bay, to Nutrient Loading to Hillsborough Bay, Tampa, Florida, 1991-1993","Y.E. Stoker, V.A. Levesque, and E.M. Fritz","1994","NA","#06-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-94","pollutant loading, nitrogen, water quality","https://drive.google.com/file/d/1XrFfXbpcljTWly2pI9TJm7Mch4lBW3aB/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1XrFfXbpcljTWly2pI9TJm7Mch4lBW3aB/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","water quality",NA,NA,NA
"techreport","tbep0594","Results of Analysis of Prop Scar Damage at the Fort Desoto Aquatic Habitat Management Area 1992/1993","J.N. Ehringer, Hillsborough Community College, Pinellas County Department of Environmental Protection","1994","NA","#05-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-94","bay habitats, seagrass, regulations, spatial analysis, assessment","https://drive.google.com/file/d/1Yl2E118rNyviCdXzy_C8z_M1jpOiWEtC/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Yl2E118rNyviCdXzy_C8z_M1jpOiWEtC/view?usp=drivesdk"">View Document</a>","bay habitats","seagrass","regulations","spatial analysis","assessment",NA
"techreport","tbep0494","Estimates of Total Nitrogen, Total Phosphorus, and Total Suspended Solids Loadings to Tampa Bay, Florida","H.W. Zarbock, A.J. Janicki, D.L. Wade, D.G. Heimbuch","1994","NA","#04-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-94","pollutant loading, nitrogen, modelling, wastewater, stormwater","https://drive.google.com/file/d/1vNl3kvRmxQ7VW-2VYbykB__e_ESGSoVz/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1vNl3kvRmxQ7VW-2VYbykB__e_ESGSoVz/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","modelling","wastewater","stormwater",NA
"techreport","tbep0394","Tampa Bay Tributary Loading Project","M.G. Heyl","1994","NA","#03-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-94","pollutant loading, nitrogen, modelling, tributary","https://drive.google.com/file/d/1EH_IGw6Z2l7h0fMvnQ_fQR1UHxxCwXoa/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1EH_IGw6Z2l7h0fMvnQ_fQR1UHxxCwXoa/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","modelling","tributary",NA,NA
"techreport","tbep0294","Development of a Conceptual Design for a Bay Quality Index for Tampa Bay","A.P. Squires, A.J. Janicki","1994","NA","#02-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-94","water quality, status and trends, assessment","https://drive.google.com/file/d/1e1Xvci1gflq7KhX-RN3kXrrOytQCdcMc/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1e1Xvci1gflq7KhX-RN3kXrrOytQCdcMc/view?usp=drivesdk"">View Document</a>","water quality","status and trends","assessment",NA,NA,NA
"techreport","tbep0194","Current and Historical Freshwater Inflows to Tampa Bay, Florida","H.W. Zarbock, A.J. Janicki, D.L. Wade","1995","NA","#01-94","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-94","water quality, modelling, assessment","https://drive.google.com/file/d/1wzCVRfkh9Kr-N43EJIEBUas8ujb52vvl/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1wzCVRfkh9Kr-N43EJIEBUas8ujb52vvl/view?usp=drivesdk"">View Document</a>","water quality","modelling","assessment",NA,NA,NA
"techreport","tbep0793","Habitat Protection and Restoration Targets for Tampa Bay","A.J. Janicki, D.L Wade, D.E. Robison","1992","NA","#07-93","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07-93","bay habitats, spatial analysis, restoration, program guidance","https://drive.google.com/file/d/1CX0IzWepmqQI-Q_P4BVJjH40FRmpSoYp/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1CX0IzWepmqQI-Q_P4BVJjH40FRmpSoYp/view?usp=drivesdk"">View Document</a>","bay habitats","spatial analysis","restoration","program guidance",NA,NA
"techreport","tbep0693","Groundwater/Surfacewater Interactions in Tampa Bay: Implications for Nutrient Fluxes","G.R. Brooks, T.L. Dix, L.J. Doyle","1994","NA","#06-93","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-93","pollutant loading, nitrogen, modelling","https://drive.google.com/file/d/1UzbgYzMQujp5q6yUOVo91z1QyBCw8NtX/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1UzbgYzMQujp5q6yUOVo91z1QyBCw8NtX/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","modelling",NA,NA,NA
"techreport","tbep0593","Interagency Data Sharing through GIS for Cockroach Bay","C.M. Courtney","1993","NA","#05-93","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-93","spatial analysis, assessment","https://drive.google.com/file/d/1ScCbpXsVhzgeATBFSsE59X-wZNxsZTxn/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1ScCbpXsVhzgeATBFSsE59X-wZNxsZTxn/view?usp=drivesdk"">View Document</a>","spatial analysis","assessment",NA,NA,NA,NA
"techreport","tbep0493","Evaluation of Tampa Bay Waters for the Survival and Growth of Southern Bay Scallop Larvae and Juveniles","N.J. Blake, Y.Lu, M.Moyer","1993","NA","#04-93","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-93","shellfish, fish and wildlife","https://drive.google.com/file/d/1MnximuiMOOU87jGUfkgMNrW3QUotfQmQ/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1MnximuiMOOU87jGUfkgMNrW3QUotfQmQ/view?usp=drivesdk"">View Document</a>","shellfish","fish and wildlife",NA,NA,NA,NA
"techreport","tbep0393","Physical Impacts to Habitats in Tampa Bay","D.L. Wade, A.J. Janicki","1993","NA","#03-93","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-93","bay habitats, spatial analysis, restoration, program guidance","https://drive.google.com/file/d/1xE4ie-Z6oAq6-a3nrFchUMQZEctaM-13/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1xE4ie-Z6oAq6-a3nrFchUMQZEctaM-13/view?usp=drivesdk"">View Document</a>","bay habitats","spatial analysis","restoration","program guidance",NA,NA
"techreport","tbep0293","A Monitoring Program to Assess Environmental Changes in Tampa Bay, FL","A.P. Squires, A.J. Janicki, D.G. Heimbuch, H.T. Wilson","1993","NA","#02-93","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-93","monitoring, water quality, bay habitats, fish and wildlife, status and trends","https://drive.google.com/file/d/18Fk6X20q8OwEFiHCyFi2q_lzxXblk6MM/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/18Fk6X20q8OwEFiHCyFi2q_lzxXblk6MM/view?usp=drivesdk"">View Document</a>","monitoring","water quality","bay habitats","fish and wildlife","status and trends",NA
"techreport","tbep0193","Environmental Requirements Assessments of the Bay Scallop Argopecten irradians concentricus","J.R. Leverone","1993","NA","#01-93","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-93","shellfish, water quality, monitoring, assessment","https://drive.google.com/file/d/1_OHfNuxJqJbtFMw_Ir3x1DPKACSCl4in/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1_OHfNuxJqJbtFMw_Ir3x1DPKACSCl4in/view?usp=drivesdk"">View Document</a>","shellfish","water quality","monitoring","assessment",NA,NA
"techreport","tbep1192","Tampa Bay Public Opinion Poll Conducted for Tampa Bay National Estuary Program","L.Kastancuk, S. Burton","1992","NA","#11-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#11-92","citizen science, program guidance, water quality, bay habitats, pollutant loading","https://drive.google.com/file/d/13JnKCauZUV00vCFNzYDFPI4rQGn6PmVr/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/13JnKCauZUV00vCFNzYDFPI4rQGn6PmVr/view?usp=drivesdk"">View Document</a>","citizen science","program guidance","water quality","bay habitats","pollutant loading",NA
"techreport","tbep1092","Synthesis of Basic Life Histories of Tampa Bay Species","K.A. Killam, R.J. Hochberg, E.C. Rzemien","1992","NA","#10-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#10-92","fish and wildlife, shellfish, water quality","https://drive.google.com/file/d/13Khd3PeaMcRJtRGq_P6QpPm8Gyqx_KFF/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/13Khd3PeaMcRJtRGq_P6QpPm8Gyqx_KFF/view?usp=drivesdk"">View Document</a>","fish and wildlife","shellfish","water quality",NA,NA,NA
"techreport","tbep0992","Design of a Basinwide Monitoring Program for the Tampa Bay Estuary","R. J. Hochberg, S.B. Weisberg, J.B. Frithsen, A.J. Janicki, D.H. Heimbuch, H.T. Wilson","1992","NA","#09-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#09-92","monitoring, water quality, bay habitats, fish and wildlife, program guidance","https://drive.google.com/file/d/1fb5gmySC1-9mvCvxOZF2tFQKhMLab6j8/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1fb5gmySC1-9mvCvxOZF2tFQKhMLab6j8/view?usp=drivesdk"">View Document</a>","monitoring","water quality","bay habitats","fish and wildlife","program guidance",NA
"techreport","tbep0892","Data Management Strategy for the Tampa Bay National Estuary Program: Recommendations and Implementation Plan","S. Cairns, A.J. Janicki, D.G. Heimbuch, S. S. Janicki","1992","NA","#08-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-92","program guidance, open science","https://drive.google.com/file/d/1L9qT6Mx2hWd_sJD2DIveUI4rXSi4OCNa/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1L9qT6Mx2hWd_sJD2DIveUI4rXSi4OCNa/view?usp=drivesdk"">View Document</a>","program guidance","open science",NA,NA,NA,NA
"techreport","tbep0792","Review and Synthesis of Historical Tampa Bay Water Quality Data","A. Squires, G. Vargo, R. Weisberg, K. Fanning, B. Galperin","1992","NA","#07-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07-92","water quality, status and trends, assessment, monitoring, modelling","https://drive.google.com/file/d/1P5NI1hKLjIiK22qmZ-oFpnVWpc0EBZwQ/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1P5NI1hKLjIiK22qmZ-oFpnVWpc0EBZwQ/view?usp=drivesdk"">View Document</a>","water quality","status and trends","assessment","monitoring","modelling",NA
"techreport","tbep0692","Database of Benthic Sampling Locations in Tampa Bay","S. Cairns, A.J. Janicki","1992","NA","#06-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-92","benthos, monitoring, spatial analysis","https://drive.google.com/file/d/1_BAeWhpJZ54q5YwW4UDluhseJHjwsmY0/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1_BAeWhpJZ54q5YwW4UDluhseJHjwsmY0/view?usp=drivesdk"">View Document</a>","benthos","monitoring","spatial analysis",NA,NA,NA
"techreport","tbep0592","Distribution of Selected Fish Species in Tampa Bay","D.L Wade, S. Cairns, and A.J. Janicki","1992","NA","#05-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-92","fish and wildlife, monitoring, modelling, spatial analysis","https://drive.google.com/file/d/1gT3Y5fGJnlhKx0dYCXzxIssUASkCpoGK/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1gT3Y5fGJnlhKx0dYCXzxIssUASkCpoGK/view?usp=drivesdk"">View Document</a>","fish and wildlife","monitoring","modelling","spatial analysis",NA,NA
"techreport","tbep0492","Oligohaline Areas in Tampa Bay Tributaries: Spatial Extent and Species Lists","S. Cairns, A.J. Janicki, D.L. Wade","1992","NA","#04-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-92","bay habitats, water quality, spatial analysis, tributary","https://drive.google.com/file/d/1wdua2v4BJOfYfjjDEtI1nk8uMPDCT2E5/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1wdua2v4BJOfYfjjDEtI1nk8uMPDCT2E5/view?usp=drivesdk"">View Document</a>","bay habitats","water quality","spatial analysis","tributary",NA,NA
"techreport","tbep0392","Review of Tampa Bay Information for Interim Nutrient Budgets and Historical Loadings of Bay Segments","A. Squires, G. Vargo, K. Fanning, R. Weisberg, B. Galperin","1992","NA","#03-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-92","pollutant loading, nitrogen, wastewater, program guidance","https://drive.google.com/file/d/1tQaxtixMLfAXMhP4XzBidSbiy3Mb7l_6/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1tQaxtixMLfAXMhP4XzBidSbiy3Mb7l_6/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","wastewater","program guidance",NA,NA
"techreport","tbep0292","Compendium of Current Monitoring Programs in Tampa Bay and Its Watershed","D.L. Wade, A.J. Janicki","1992","NA","#02-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-92","monitoring, water quality, bay habitats, fish and wildlife, program guidance","https://drive.google.com/file/d/1OZvqdtHqaL35zKbWWR4nexkxZkAuuLyA/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1OZvqdtHqaL35zKbWWR4nexkxZkAuuLyA/view?usp=drivesdk"">View Document</a>","monitoring","water quality","bay habitats","fish and wildlife","program guidance",NA
"techreport","tbep0192","Framework for Characterization","M. Ramsay, W. Boynton","1992","NA","#01-92","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-92","program guidance, assessment","https://drive.google.com/file/d/1N2u1xri-Ac_yFxJkCxFTQBGtvtNYIZ4j/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1N2u1xri-Ac_yFxJkCxFTQBGtvtNYIZ4j/view?usp=drivesdk"">View Document</a>","program guidance","assessment",NA,NA,NA,NA
